day 2 eff training
rearing (l), nosepoking (p) and grooming (k) rated for 32 minutes
2 min. acclimation and 30 min. session

rat#105

9   735608	   737190	p
10   741206	   742097	p
11   745552	   749578	p
12   762576	   762867	p
13   780442	   783987	l
14   798578	   800171	p
15   834880	   838325	p
16   946922	   948924	p
17   957397	   958839	p
18   1011254	   1020477	p
19   1024804	   1025615	p
20   1029791	   1030822	p
21   1086132	   1087854	l
22   1089016	   1091059	l
23   1095545	   1095866	p
24   1096437	   1099130	l
25   1100322	   1101213	p
26   1142483	   1145808	l
27   1162181	   1172396	p
28   1230890	   1233283	l
29   1233834	   1236137	l
30   1251870	   1252481	p
31   1272710	   1277076	l
32   1291126	   1313258	k
33   1445819	   1446340	p
34   1510492	   1512855	p
35   1540315	   1540675	p
36   1561105	   1563118	p
37   1564630	   1570829	p
38   1582165	   1591689	p
39   1631886	   1637434	p
40   1646447	   1652316	p
41   1657173	   1657714	p
42   1659927	   1663262	l
43   1664213	   1664614	p
44   1707565	   1709097	l
45   1711361	   1711781	p
46   1727794	   1729657	p
47   1730298	   1732601	l
48   1759740	   1766170	l
49   1801721	   1803423	l
50   1873233	   1875757	l
51   1920091	   1921092	l

rat#125

1   39968	   40849	l
2   49291	   49511	l
3   57002	   59005	l
4   62941	   67147	p
5   72234	   75529	l
6   90761	   91832	l
7   92613	   93825	l
8   96168	   98342	p
9   454644	   459581	p
10   462896	   465490	p
11   484317	   486400	l
12   493970	   495543	l
13   516613	   528240	l
14   531124	   534869	l
15   571993	   573104	p
16   574476	   578532	p
17   580285	   582788	l
18   587555	   588937	l
19   597449	   599092	l
20   604029	   608475	l
21   611409	   611900	p
22   647501	   649274	k
23   661351	   669313	k
24   670424	   671496	p
25   674600	   677014	k
26   678526	   680359	l
27   691525	   695640	l
29   704683	   707728	p
30   711353	   714548	l
31   715579	   719365	l
32   724812	   727496	l
33   762066	   762567	p
34   764419	   765371	k
35   772741	   777308	l
36   784889	   787282	l
37   808272	   814151	p
38   818908	   821802	l
39   822062	   825287	p
40   840439	   840819	p
41   848270	   852025	l
42   858735	   862661	l
43   873717	   876010	l
44   879996	   890831	l
45   893525	   897661	p
46   898011	   900255	p
47   928886	   936487	l
48   938600	   941314	l
49   948604	   956976	p
50   959690	   962494	p
51   997114	   998105	l
52   999888	   1002001	l
53   1004234	   1006107	l
54   1015761	   1017123	l
55   1017704	   1018645	l
56   1019436	   1020137	l
57   1022050	   1023933	p
58   1024203	   1026326	l
59   1035529	   1036591	l
60   1051823	   1056349	l
61   1058703	   1060495	p
62   1060996	   1063039	l
63   1073944	   1078831	l
64   1092081	   1094374	l
65   1102215	   1102606	l
66   1108594	   1113692	l
67   1114953	   1118889	p
68   1120882	   1121974	k
69   1122564	   1123025	l
70   1128042	   1134461	l
71   1135623	   1138157	l
72   1138597	   1139258	p
73   1145127	   1146168	l
74   1147751	   1158927	k
75   1183552	   1188800	p
76   1189360	   1192445	l
77   1195009	   1196781	l
78   1228036	   1230660	l
79   1236508	   1240173	l
80   1251079	   1256417	l
81   1262225	   1266271	l
82   1266832	   1269906	l
83   1298928	   1299609	p
84   1302353	   1302974	p
85   1305127	   1308121	l
86   1320569	   1326287	l
87   1348249	   1350402	l
88   1368678	   1378352	l
89   1393214	   1394305	l
90   1394786	   1395297	p
91   1396538	   1399152	p
92   1400895	   1403328	l
93   1415476	   1421925	l
94   1424188	   1427353	l
95   1439851	   1443526	l
96   1448473	   1452869	l
97   1460991	   1462764	k
98   1467761	   1470555	l
99   1486398	   1488430	l
100   1502350	   1502971	p
101   1513366	   1535658	p
102   1536650	   1538292	l
103   1538963	   1540395	l
104   1541357	   1548577	p
105   1549398	   1551661	l
106   1554015	   1555367	l
107   1576627	   1577128	p
108   1577589	   1581224	l
109   1596446	   1597818	l
110   1610396	   1611878	l
111   1621532	   1626189	p
112   1626699	   1634250	l
113   1650584	   1653468	l
114   1686916	   1690972	l
115   1699063	   1702789	p
116   1710139	   1718722	p
117   1719232	   1720144	l
118   1721425	   1734274	p
119   1736247	   1736717	l
120   1742646	   1743487	l
121   1760121	   1760752	l
122   1762595	   1790325	k
123   1791326	   1854978	k
124   1871071	   1872683	l
125   1880845	   1884991	k
126   1905190	   1909476	l

rat#115

1   4066	   4907	l
2   5728	   7470	l
3   24966	   25847	p
4   45165	   48509	p
5   49551	   51313	l
6   61678	   67276	l
7   93654	   96518	l
8   102797	   106593	l
9   114374	   116347	p
10   143666	   144638	l
11   179558	   180930	l
